hgnc_symbol,gene_biotype
ATP5B,protein_coding
ATP5C1,protein_coding
ATP5C1P1,pseudogene
ATP5D,protein_coding
ATP5E,protein_coding
ATP5EP2,protein_coding
ATP5F1,protein_coding
ATP5F1P1,pseudogene
ATP5F1P3,pseudogene
ATP5F1P6,pseudogene
ATP5F1P7,pseudogene
ATP5G1,protein_coding
ATP5G1P4,pseudogene
ATP5G1P5,pseudogene
ATP5G1P6,pseudogene
ATP5G1P7,pseudogene
ATP5G1P8,pseudogene
ATP5G2,protein_coding
ATP5G2P1,pseudogene
ATP5G2P3,pseudogene
ATP5G2P4,pseudogene
ATP5G3,protein_coding
ATP5H,protein_coding
ATP5HP1,pseudogene
ATP5I,protein_coding
ATP5J,protein_coding
ATP5J2,protein_coding
ATP5J2-PTCD1,protein_coding
ATP5J2P6,pseudogene
ATP5JP1,pseudogene
ATP5L,protein_coding
ATP5L2,protein_coding
ATP5LP2,pseudogene
ATP5LP3,pseudogene
ATP5LP4,pseudogene
ATP5LP5,pseudogene
ATP5LP6,pseudogene
ATP5LP7,pseudogene
ATP5O,protein_coding
ATP5S,protein_coding
ATP5SL,protein_coding
ATP6AP1,protein_coding
ATP6AP1L,protein_coding
ATP6AP2,protein_coding
ATP6V0A1,protein_coding
ATP6V0A2,protein_coding
ATP6V0A4,protein_coding
ATP6V0B,protein_coding
ATP6V0C,protein_coding
ATP6V0D1,protein_coding
ATP6V0E1,protein_coding
ATP6V0E2,protein_coding
ATP6V0E2-AS1,antisense
ATP6V1A,protein_coding
ATP6V1B1,protein_coding
ATP6V1B2,protein_coding
ATP6V1C1,protein_coding
ATP6V1C2,protein_coding
ATP6V1D,protein_coding
ATP6V1E1,protein_coding
ATP6V1E2,protein_coding
ATP6V1F,protein_coding
ATP6V1G1,protein_coding
ATP6V1G2,protein_coding
ATP6V1H,protein_coding
ATP7A,protein_coding
ATP7B,protein_coding
ATP8A1,protein_coding
ATP8A2,protein_coding
ATP8A2P3,pseudogene
ATP8B1,protein_coding
ATP8B2,protein_coding
ATP8B3,protein_coding
ATP8B4,protein_coding
ATP8B5P,pseudogene
ATP9A,protein_coding
ATP9B,protein_coding
ATPAF1,protein_coding
ATPAF2,protein_coding
ATPIF1,protein_coding
ATR,protein_coding
ATRAID,protein_coding
ATRIP,protein_coding
ATRN,protein_coding
ATRNL1,protein_coding
ATRX,protein_coding
ATXN1,protein_coding
ATXN10,protein_coding
ATXN1L,protein_coding
ATXN2,protein_coding
ATXN2L,protein_coding
ATXN3,protein_coding
ATXN7,protein_coding
ATXN7L1,protein_coding
ATXN7L2,protein_coding
ATXN7L3,protein_coding
ATXN7L3B,protein_coding
ATXN8OS,antisense
AUH,protein_coding
AUNIP,protein_coding
AUP1,protein_coding
AURKA,protein_coding
AURKAIP1,protein_coding
AURKAPS1,pseudogene
AURKB,protein_coding
AURKC,protein_coding
AUTS2,protein_coding
AVEN,protein_coding
AVIL,protein_coding
AVL9,protein_coding
AVPI1,protein_coding
AVPR2,protein_coding
AXDND1,protein_coding
AXIN1,protein_coding
AXIN2,protein_coding
AXL,protein_coding
AZGP1P1,pseudogene
AZI1,protein_coding
AZI2,protein_coding
AZIN1,protein_coding
AZU1,protein_coding
B2M,protein_coding
B3GALNT1,protein_coding
B3GALNT2,protein_coding
B3GALT2,protein_coding
B3GALT4,protein_coding
B3GALT6,protein_coding
B3GALTL,protein_coding
B3GAT2,protein_coding
B3GAT3,protein_coding
B3GNT1,protein_coding
B3GNT2,protein_coding
B3GNT4,protein_coding
B3GNT5,protein_coding
B3GNT6,protein_coding
B3GNT7,protein_coding
B3GNT8,protein_coding
B3GNT9,protein_coding
B3GNTL1,protein_coding
B4GALNT1,protein_coding
B4GALNT3,protein_coding
B4GALNT4,protein_coding
B4GALT1,protein_coding
B4GALT2,protein_coding
B4GALT3,protein_coding
B4GALT4,protein_coding
B4GALT4-AS1,antisense
B4GALT5,protein_coding
B4GALT6,protein_coding
B4GALT7,protein_coding
B9D1,protein_coding
B9D2,protein_coding
BABAM1,protein_coding
BACE1,protein_coding
BACE2,protein_coding
BACH1,protein_coding
BACH1-IT1,sense_intronic
BACH1-IT2,lincRNA
BACH2,protein_coding
BAD,protein_coding
BAG1,protein_coding
BAG2,protein_coding
BAG3,protein_coding
BAG4,protein_coding
BAG5,protein_coding
BAG6,protein_coding
BAHD1,protein_coding
BAI1,protein_coding
BAI2,protein_coding
BAI3,protein_coding
BAIAP2,protein_coding
BAIAP2-AS1,lincRNA
BAIAP2L1,protein_coding
BAIAP2L2,protein_coding
BAIAP3,protein_coding
BAK1,protein_coding
BAK1P1,pseudogene
BAMBI,protein_coding
BANF1,protein_coding
BANF1P3,pseudogene
BANF2,protein_coding
BANK1,protein_coding
BANP,protein_coding
BAP1,protein_coding
BARD1,protein_coding
BARX2,protein_coding
BASP1,protein_coding
BATF,protein_coding
BATF2,protein_coding
BATF3,protein_coding
BAX,protein_coding
BAZ1A,protein_coding
BAZ1B,protein_coding
BAZ2A,protein_coding
BAZ2B,protein_coding
BBC3,protein_coding
BBIP1,protein_coding
BBOX1,protein_coding
BBS1,protein_coding
BBS10,protein_coding
BBS12,protein_coding
BBS2,protein_coding
BBS4,protein_coding
BBS7,protein_coding
BBS9,protein_coding
BBX,protein_coding
BCAM,protein_coding
BCAN,protein_coding
BCAP29,protein_coding
BCAP31,protein_coding
BCAR1,protein_coding
BCAR3,protein_coding
BCAS1,protein_coding
BCAS2,protein_coding
BCAS2P2,pseudogene
BCAS3,protein_coding
BCAS4,protein_coding
BCAT1,protein_coding
BCAT2,protein_coding
BCCIP,protein_coding
BCDIN3D,protein_coding
BCDIN3D-AS1,antisense
BCKDHA,protein_coding
BCKDHB,protein_coding
BCKDK,protein_coding
BCL10,protein_coding
BCL11A,protein_coding
BCL11B,protein_coding
BCL2,protein_coding
BCL2A1,protein_coding
BCL2L1,protein_coding
BCL2L10,protein_coding
BCL2L11,protein_coding
BCL2L12,protein_coding
BCL2L13,protein_coding
BCL2L14,protein_coding
BCL2L15,protein_coding
BCL2L2,protein_coding
BCL3,protein_coding
BCL6,protein_coding
BCL7A,protein_coding
BCL7B,protein_coding
BCL7C,protein_coding
BCL9,protein_coding
BCL9L,protein_coding
BCLAF1,protein_coding
BCO2,protein_coding
BCOR,protein_coding
BCORL1,protein_coding
BCORP1,pseudogene
BCR,protein_coding
BCS1L,protein_coding
BCYRN1,lincRNA
BDH1,protein_coding
BDH2,protein_coding
BDH2P1,pseudogene
BDNF,protein_coding
BDNF-AS,antisense
BDP1,protein_coding
BEAN1,protein_coding
BECN1,protein_coding
BEGAIN,protein_coding
BEND2,protein_coding
BEND3,protein_coding
BEND4,protein_coding
BEND5,protein_coding
BEND6,protein_coding
BEND7,protein_coding
BEST1,protein_coding
BEST2,protein_coding
BEST3,protein_coding
BEST4,protein_coding
BET1,protein_coding
BET1L,protein_coding
BEX1,protein_coding
BEX2,protein_coding
BEX4,protein_coding
BEX5,protein_coding
BFAR,protein_coding
BFSP1,protein_coding
BGLAP,protein_coding
BHLHB9,protein_coding
BHLHE22,protein_coding
BHLHE40,protein_coding
BHLHE40-AS1,antisense
BHLHE41,protein_coding
BICC1,protein_coding
BICD1,protein_coding
BICD2,protein_coding
BID,protein_coding
BIK,protein_coding
BIN1,protein_coding
BIN2,protein_coding
BIN2P1,pseudogene
BIN3,protein_coding
BIRC2,protein_coding
BIRC3,protein_coding
BIRC5,protein_coding
BIRC6,protein_coding
BIRC6-AS1,antisense
BIRC7,protein_coding
BIVM,protein_coding
BLACE,protein_coding
BLCAP,protein_coding
BLK,protein_coding
BLM,protein_coding
BLMH,protein_coding
BLNK,protein_coding
BLOC1S1,protein_coding
BLOC1S2,protein_coding
BLOC1S3,protein_coding
BLOC1S4,protein_coding
BLOC1S5,protein_coding
BLOC1S6,protein_coding
BLVRA,protein_coding
BLVRB,protein_coding
BLZF1,protein_coding
BMF,protein_coding
BMI1,protein_coding
BMP1,protein_coding
BMP2,protein_coding
BMP2K,protein_coding
BMP5,protein_coding
BMP6,protein_coding
BMP7,protein_coding
BMP8B,protein_coding
BMPR1A,protein_coding
BMPR1B,protein_coding
BMPR2,protein_coding
BMS1,protein_coding
BMS1P1,pseudogene
BMS1P4,pseudogene
BMS1P5,pseudogene
BNC2,protein_coding
BNIP1,protein_coding
BNIP2,protein_coding
BNIP3,protein_coding
BNIP3L,protein_coding
BNIP3P1,pseudogene
BNIPL,protein_coding
BOC,protein_coding
BOD1,protein_coding
BOD1L1,protein_coding
BOLA1,protein_coding
BOLA2B,protein_coding
BOLA3,protein_coding
BOLA3-AS1,antisense
BOLL,protein_coding
BOP1,protein_coding
BORA,protein_coding
BPGM,protein_coding
BPHL,protein_coding
BPI,protein_coding
BPIFB1,protein_coding
BPIFB9P,pseudogene
BPNT1,protein_coding
BPTF,protein_coding
BRAF,protein_coding
BRAP,protein_coding
BRAT1,protein_coding
BRCA1,protein_coding
BRCA2,protein_coding
BRCC3,protein_coding
BRD1,protein_coding
BRD2,protein_coding
BRD2-IT1,processed_transcript
BRD2-IT1,sense_intronic
BRD3,protein_coding
BRD4,protein_coding
BRD7,protein_coding
BRD7P5,pseudogene
BRD8,protein_coding
BRD9,protein_coding
BRDT,protein_coding
BRE,protein_coding
BRF1,protein_coding
BRF2,protein_coding
BRI3,protein_coding
BRI3BP,protein_coding
BRI3P1,pseudogene
BRICD5,protein_coding
BRIP1,protein_coding
BRIX1,protein_coding
BRK1,protein_coding
BRMS1,protein_coding
BRMS1L,protein_coding
BROX,protein_coding
BRPF1,protein_coding
BRPF3,protein_coding
BRS3,protein_coding
BRSK1,protein_coding
BRSK2,protein_coding
BRWD1,protein_coding
BRWD1-IT1,sense_overlapping
BRWD3,protein_coding
BSCL2,protein_coding
BSDC1,protein_coding
BSG,protein_coding
BSN,protein_coding
BSN-AS2,lincRNA
BST1,protein_coding
BST2,protein_coding
BTAF1,protein_coding
BTBD1,protein_coding
BTBD10,protein_coding
BTBD11,protein_coding
BTBD18,protein_coding
BTBD19,protein_coding
BTBD2,protein_coding
BTBD3,protein_coding
BTBD6,protein_coding
BTBD7,protein_coding
BTBD7P1,pseudogene
BTBD8,protein_coding
BTBD9,protein_coding
BTD,protein_coding
BTF3,protein_coding
BTF3L4,protein_coding
BTF3L4P2,pseudogene
BTF3L4P3,pseudogene
BTF3P10,pseudogene
BTF3P12,pseudogene
BTF3P13,pseudogene
BTF3P14,pseudogene
BTF3P2,pseudogene
BTF3P4,pseudogene
BTF3P5,pseudogene
BTF3P7,pseudogene
BTF3P8,pseudogene
BTF3P9,pseudogene
BTG1,protein_coding
BTG2,protein_coding
BTG3,protein_coding
BTK,protein_coding
BTLA,protein_coding
BTN1A1,protein_coding
BTN2A1,protein_coding
BTN2A2,protein_coding
BTN2A3P,pseudogene
BTN3A1,protein_coding
BTN3A2,protein_coding
BTN3A3,protein_coding
BTNL3,protein_coding
BTNL8,protein_coding
BTNL9,protein_coding
BTRC,protein_coding
BUB1,protein_coding
BUB3,protein_coding
BUD13,protein_coding
BUD31,protein_coding
BVES,protein_coding
BYSL,protein_coding
BZRAP1,protein_coding
BZRAP1-AS1,antisense
BZW1,protein_coding
BZW1P2,pseudogene
BZW2,protein_coding
C10orf10,protein_coding
C10orf105,protein_coding
C10orf11,protein_coding
C10orf111,protein_coding
C10orf118,protein_coding
C10orf12,protein_coding
C10orf128,protein_coding
C10orf129,protein_coding
C10orf131,protein_coding
C10orf2,protein_coding
C10orf25,protein_coding
C10orf32,protein_coding
C10orf40,protein_coding
C10orf53,protein_coding
C10orf54,protein_coding
C10orf55,protein_coding
C10orf71,protein_coding
C10orf76,protein_coding
C10orf88,protein_coding
C10orf91,protein_coding
C10orf95,protein_coding
C11orf1,protein_coding
C11orf21,protein_coding
C11orf24,protein_coding
C11orf30,protein_coding
C11orf31,protein_coding
C11orf35,protein_coding
C11orf45,protein_coding
C11orf48,protein_coding
C11orf49,protein_coding
C11orf54,protein_coding
C11orf57,protein_coding
C11orf58,protein_coding
C11orf63,protein_coding
C11orf65,protein_coding
C11orf68,protein_coding
C11orf71,protein_coding
C11orf73,protein_coding
C11orf74,protein_coding
C11orf80,protein_coding
C11orf82,protein_coding
C11orf83,protein_coding
C11orf84,protein_coding
C11orf87,protein_coding
C11orf95,lincRNA
C11orf96,protein_coding
C12orf10,protein_coding
C12orf23,protein_coding
C12orf29,protein_coding
C12orf39,protein_coding
C12orf4,protein_coding
C12orf40,protein_coding
C12orf42,protein_coding
C12orf43,protein_coding
C12orf44,protein_coding
C12orf45,protein_coding
C12orf49,protein_coding
C12orf5,protein_coding
C12orf50,protein_coding
C12orf55,protein_coding
C12orf56,protein_coding
C12orf57,protein_coding
C12orf60,protein_coding
C12orf61,protein_coding
C12orf65,protein_coding
C12orf66,protein_coding
C12orf68,protein_coding
C12orf71,protein_coding
C12orf73,protein_coding
C12orf75,protein_coding
C12orf76,protein_coding
C12orf79,protein_coding
C14orf1,protein_coding
C14orf105,protein_coding
C14orf119,protein_coding
C14orf142,protein_coding
C14orf159,protein_coding
C14orf166,protein_coding
C14orf182,protein_coding
C14orf2,protein_coding
C14orf28,protein_coding
C14orf37,protein_coding
C14orf64,protein_coding
C14orf79,protein_coding
C14orf80,protein_coding
C14orf93,protein_coding
C15orf27,protein_coding
C15orf38,protein_coding
C15orf39,protein_coding
C15orf40,protein_coding
C15orf41,protein_coding
C15orf48,protein_coding
C15orf52,protein_coding
C15orf57,protein_coding
C15orf61,protein_coding
C15orf62,protein_coding
C15orf65,protein_coding
C16orf13,protein_coding
C16orf45,protein_coding
C16orf46,protein_coding
C16orf52,protein_coding
C16orf54,protein_coding
C16orf58,protein_coding
C16orf59,protein_coding
C16orf62,protein_coding
C16orf70,protein_coding
C16orf71,protein_coding
C16orf72,protein_coding
C16orf74,protein_coding
C16orf80,protein_coding
C16orf82,lincRNA
C16orf86,protein_coding
C16orf87,protein_coding
C16orf90,protein_coding
C16orf91,protein_coding
C16orf93,protein_coding
C16orf95,protein_coding
C16orf96,protein_coding
C16orf98,protein_coding
C17orf103,protein_coding
C17orf104,protein_coding
C17orf105,protein_coding
C17orf107,protein_coding
C17orf49,protein_coding
C17orf51,protein_coding
C17orf53,protein_coding
C17orf58,protein_coding
C17orf59,protein_coding
C17orf62,protein_coding
C17orf64,protein_coding
C17orf67,protein_coding
C17orf70,protein_coding
C17orf72,protein_coding
C17orf75,protein_coding
C17orf77,protein_coding
C17orf80,protein_coding
C17orf85,protein_coding
C17orf89,protein_coding
C17orf96,protein_coding
C17orf97,protein_coding
C17orf99,protein_coding
C18orf21,protein_coding
C18orf25,protein_coding
C18orf32,protein_coding
C18orf54,protein_coding
C18orf56,protein_coding
C18orf63,protein_coding
C18orf8,protein_coding
C19orf10,protein_coding
C19orf12,protein_coding
C19orf18,protein_coding
C19orf24,protein_coding
C19orf25,protein_coding
C19orf26,protein_coding
C19orf33,protein_coding
C19orf35,protein_coding
C19orf38,protein_coding
C19orf40,protein_coding
C19orf43,protein_coding
C19orf44,protein_coding
C19orf45,protein_coding
C19orf47,protein_coding
C19orf48,protein_coding
C19orf52,protein_coding
C19orf53,protein_coding
C19orf54,protein_coding
C19orf55,protein_coding
C19orf59,protein_coding
C19orf60,protein_coding
C19orf66,protein_coding
C19orf68,protein_coding
C19orf69,protein_coding
C19orf70,protein_coding
C19orf71,protein_coding
C19orf73,protein_coding
C19orf81,protein_coding
C19orf82,protein_coding
C1D,protein_coding
C1DP1,pseudogene
C1GALT1,protein_coding
C1GALT1C1,protein_coding
C1orf101,protein_coding
C1orf106,protein_coding
C1orf109,protein_coding
C1orf110,protein_coding
C1orf112,protein_coding
C1orf115,protein_coding
C1orf122,protein_coding
C1orf123,protein_coding
C1orf127,protein_coding
C1orf131,protein_coding
C1orf132,processed_transcript
C1orf134,protein_coding
C1orf141,protein_coding
C1orf145,protein_coding
C1orf158,protein_coding
C1orf159,protein_coding
C1orf162,protein_coding
C1orf167,protein_coding
C1orf174,protein_coding
C1orf180,protein_coding
C1orf186,protein_coding
C1orf189,protein_coding
C1orf198,protein_coding
C1orf200,protein_coding
C1orf21,protein_coding
C1orf210,protein_coding
C1orf213,protein_coding
C1orf216,protein_coding
C1orf222,protein_coding
C1orf228,protein_coding
C1orf229,protein_coding
C1orf233,protein_coding
C1orf27,protein_coding
C1orf35,protein_coding
C1orf43,protein_coding
C1orf50,protein_coding
C1orf51,protein_coding
C1orf52,protein_coding
C1orf53,protein_coding
C1orf54,protein_coding
C1orf56,protein_coding
C1orf61,protein_coding
C1orf63,protein_coding
C1orf74,protein_coding
C1orf85,protein_coding
C1orf86,protein_coding
C1orf95,protein_coding
C1QA,protein_coding
C1QB,protein_coding
C1QBP,protein_coding
C1QC,protein_coding
C1QL1,protein_coding
C1QTNF2,protein_coding
C1QTNF3,protein_coding
C1QTNF4,protein_coding
C1QTNF6,protein_coding
C1QTNF7,protein_coding
C1QTNF9B-AS1,antisense
C1R,protein_coding
C1RL,protein_coding
C1RL-AS1,antisense
C1S,protein_coding
C2,protein_coding
C20orf112,protein_coding
C20orf144,protein_coding
C20orf166,protein_coding
C20orf194,protein_coding
C20orf195,protein_coding
C20orf196,protein_coding
C20orf197,protein_coding
C20orf201,protein_coding
C20orf24,protein_coding
C20orf26,protein_coding
C20orf27,protein_coding
C20orf85,protein_coding
C20orf96,protein_coding
C21orf119,protein_coding
C21orf128,protein_coding
C21orf2,protein_coding
C21orf33,protein_coding
C21orf49,protein_coding
C21orf54,protein_coding
C21orf58,protein_coding
C21orf59,protein_coding
C21orf62,protein_coding
C21orf67,protein_coding
C21orf88,protein_coding
C21orf91,protein_coding
C22orf15,protein_coding
C22orf23,protein_coding
C22orf26,protein_coding
C22orf29,protein_coding
C22orf34,protein_coding
C22orf39,protein_coding
C22orf42,protein_coding
C22orf43,protein_coding
C22orf46,protein_coding
C2CD2,protein_coding
C2CD2L,protein_coding
C2CD3,protein_coding
C2CD5,protein_coding
C2orf15,protein_coding
C2orf16,protein_coding
C2orf27A,protein_coding
C2orf42,protein_coding
C2orf43,protein_coding
C2orf44,protein_coding
C2orf47,protein_coding
C2orf49,protein_coding
C2orf50,protein_coding
C2orf62,protein_coding
C2orf68,protein_coding
C2orf69,protein_coding
C2orf71,protein_coding
C2orf72,protein_coding
C2orf76,protein_coding
C2orf81,protein_coding
C2orf82,protein_coding
C2orf88,protein_coding
C3,protein_coding
C3AR1,protein_coding
C3orf14,protein_coding
C3orf17,protein_coding
C3orf18,protein_coding
C3orf33,protein_coding
C3orf35,protein_coding
C3orf38,protein_coding
C3orf49,protein_coding
C3orf58,protein_coding
C3orf62,protein_coding
C3orf65,protein_coding
C3orf67,protein_coding
C3orf83,protein_coding
C4BPA,protein_coding
C4orf19,protein_coding
C4orf21,protein_coding
C4orf27,protein_coding
C4orf29,protein_coding
C4orf3,protein_coding
C4orf32,protein_coding
C4orf33,protein_coding
C4orf36,protein_coding
C4orf45,protein_coding
C4orf46,protein_coding
C4orf47,protein_coding
C4orf48,protein_coding
C5,protein_coding
C5AR1,protein_coding
C5AR2,protein_coding
C5orf15,protein_coding
C5orf22,protein_coding
C5orf24,protein_coding
C5orf27,protein_coding
C5orf28,protein_coding
C5orf30,protein_coding
C5orf34,protein_coding
C5orf38,protein_coding
C5orf42,protein_coding
C5orf45,protein_coding
C5orf51,protein_coding
C5orf54,protein_coding
C5orf55,protein_coding
C5orf56,protein_coding
C5orf58,protein_coding
C5orf63,protein_coding
C6,protein_coding
C6orf1,protein_coding
C6orf100,protein_coding
C6orf106,protein_coding
C6orf120,protein_coding
C6orf132,protein_coding
C6orf136,protein_coding
C6orf141,protein_coding
C6orf163,protein_coding
C6orf164,protein_coding
C6orf165,protein_coding
C6orf201,protein_coding
C6orf203,protein_coding
C6orf211,protein_coding
C6orf223,protein_coding
C6orf226,protein_coding
C6orf25,protein_coding
C6orf47,protein_coding
C6orf47-AS1,processed_transcript
C6orf47-AS1,antisense
C6orf48,protein_coding
C6orf52,protein_coding
C6orf57,protein_coding
C6orf62,protein_coding
C6orf89,protein_coding
C6orf99,protein_coding
C7orf13,protein_coding
C7orf25,protein_coding
C7orf26,protein_coding
C7orf31,protein_coding
C7orf34,protein_coding
C7orf43,protein_coding
C7orf49,protein_coding
C7orf50,protein_coding
C7orf55,protein_coding
C7orf55-LUC7L2,protein_coding
C7orf57,protein_coding
C7orf60,protein_coding
C7orf61,protein_coding
C7orf63,protein_coding
C7orf72,protein_coding
C7orf73,protein_coding
C8G,protein_coding
C8orf31,protein_coding
C8orf33,protein_coding
C8orf34,protein_coding
C8orf37,protein_coding
C8orf44,protein_coding
C8orf44-SGK3,protein_coding
C8orf46,protein_coding
C8orf58,protein_coding
C8orf59,protein_coding
C8orf76,protein_coding
C8orf82,protein_coding
C9orf106,processed_transcript
C9orf114,protein_coding
C9orf116,protein_coding
C9orf117,protein_coding
C9orf131,protein_coding
C9orf139,protein_coding
C9orf142,protein_coding
C9orf147,protein_coding
C9orf156,protein_coding
C9orf16,protein_coding
C9orf163,protein_coding
C9orf169,protein_coding
C9orf24,protein_coding
C9orf3,protein_coding
C9orf37,protein_coding
C9orf38,protein_coding
C9orf40,protein_coding
C9orf41,protein_coding
C9orf43,protein_coding
C9orf47,protein_coding
C9orf64,protein_coding
C9orf66,protein_coding
C9orf69,protein_coding
C9orf72,protein_coding
C9orf78,protein_coding
C9orf84,protein_coding
C9orf85,protein_coding
C9orf89,protein_coding
C9orf9,protein_coding
C9orf91,protein_coding
C9orf96,protein_coding
CA1,protein_coding
CA10,protein_coding
CA11,protein_coding
CA12,protein_coding
CA13,protein_coding
CA14,protein_coding
CA15P2,pseudogene
CA2,protein_coding
CA5A,protein_coding
CA5B,protein_coding
CA5BP1,pseudogene
CA8,protein_coding
CAAP1,protein_coding
CAB39,protein_coding
CAB39L,protein_coding
CABIN1,protein_coding
CABLES1,protein_coding
CABLES2,protein_coding
CABP1,protein_coding
CABP4,protein_coding
CABP7,protein_coding
CABYR,protein_coding
CACFD1,protein_coding
CACHD1,protein_coding
CACNA1A,protein_coding
CACNA1B,protein_coding
CACNA1C,protein_coding
CACNA1C-AS2,antisense
CACNA1C-IT3,sense_intronic
CACNA1D,protein_coding
CACNA1E,protein_coding
CACNA1F,protein_coding
CACNA1G,protein_coding
CACNA1H,protein_coding
CACNA1I,protein_coding
CACNA1S,protein_coding
CACNA2D1,protein_coding
CACNA2D2,protein_coding
CACNA2D3,protein_coding
CACNA2D3-AS1,antisense
CACNA2D4,protein_coding
CACNB1,protein_coding
CACNB2,protein_coding
CACNB3,protein_coding
CACNB4,protein_coding
CACNG2,protein_coding
CACNG4,protein_coding
CACNG7,protein_coding
CACNG8,protein_coding
CACTIN,protein_coding
CACTIN-AS1,antisense
CACUL1,protein_coding
CACYBP,protein_coding
